Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
PHYS,1102,106,3,3,11,1,,,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Boren, Brandon K",,,
PHYS,1102,107,13,9,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Arabiat, Aya H",,,
PHYS,1102,108,7,4,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Ruwali, Shisir",,,
PHYS,1102,601,5,6,,1,,,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Ghosh, Bishal K",,,
PHYS,1301,001,14,13,13,11,10,10,7,7,7,3,3,1,2,,,,7,"Penev, Kaloyan M","Romero, Angel E",,,,
PHYS,1301,501,32,21,25,16,1,3,3,,1,1,,,,,,,3,"Du, Shengwang","McNally, Christina M",,,,
PHYS,1302,001,12,16,7,10,12,3,13,6,4,8,5,1,3,,,,3,"Lee, Mark","Allen, Cody R",,,,
PHYS,1302,002,30,19,1,4,10,,3,7,,1,,,,,,,1,"Kadala, Roger H","McNally, Christina M",,,,
PHYS,2125,101,9,14,2,1,,,1,,,,,,1,,,,,"Khan, Amena L","Ryan, Conor",,,,
PHYS,2125,102,13,10,1,1,1,1,,,1,,,,,,,,,"Khan, Amena L","Zhou, Long",,,,
PHYS,2125,103,6,20,,,,,,,,,,,2,,,,,"Khan, Amena L","Magadi Shivalingaiah, Meghraj",,,,
PHYS,2125,104,5,17,3,1,,,,,,,,,,,,,,"Khan, Amena L","Khalid, Muhammad",,,,
PHYS,2125,105,5,21,1,1,,1,,,,,,,,,,,,"Khan, Amena L","Zhou, Long",,,,
PHYS,2125,106,8,11,4,1,1,1,,,,,,,2,,,,,"Khan, Amena L","Mosadegh, Mahdi",,,,
PHYS,2125,107,11,14,2,,1,,,,,,,,1,,,,,"Khan, Amena L","Kajla, Rohit",,,,
PHYS,2125,108,10,10,3,2,,,,,,,,,1,,,,,"Khan, Amena L","Jafarzadeh, Seyed Javad",,,,
PHYS,2125,109,10,15,1,,,1,1,,,,,,,,,,1,"Khan, Amena L","Nguyen, Khoa",,,,
PHYS,2125,110,7,11,1,3,1,,,1,,1,,,,,,,,"Khan, Amena L","Nguyen, Khoa",,,,
PHYS,2125,111,7,16,4,1,,,,,,,1,,1,,,,,"Khan, Amena L","Ali, Akbar",,,,
PHYS,2125,112,10,12,2,2,2,1,,,,,,,1,,,,,"Khan, Amena L",,,,,
PHYS,2125,113,11,15,,1,,1,2,,,,,,,,,,,"Khan, Amena L","Ryan, Conor",,,,
PHYS,2125,114,15,11,,2,,,,,,,,,,,,,,"Khan, Amena L","Magadi Shivalingaiah, Meghraj",,,,
PHYS,2125,115,12,12,,2,,2,,,,,,,1,,,,,"Khan, Amena L",,,,,
PHYS,2125,116,9,10,3,2,,,,1,,,,,,,,,,"Khan, Amena L","Jafarzadeh, Seyed Javad",,,,
PHYS,2125,117,7,16,1,1,1,,,,,,,,1,,,,,"Khan, Amena L","Ali, Akbar",,,,
PHYS,2125,601,17,6,,1,1,,,,,,2,,1,,,,,"Khan, Amena L",,,,,
PHYS,2125,602,7,9,3,,2,,1,,,,1,,1,,,,1,"Khan, Amena L","Mosadegh, Mahdi",,,,
PHYS,2126,101,5,11,9,,1,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Bravo, Rainier Carlos B",,,
PHYS,2126,102,10,12,4,,1,,1,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Shrestha, Samyak",,,
PHYS,2126,103,17,11,1,,,,,,1,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Ruwali, Shisir",,,
PHYS,2126,104,2,15,7,3,1,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Desai, Amogh N",,,
PHYS,2126,105,5,16,8,1,,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Hazboun, Chase J",,,
PHYS,2126,106,5,20,1,,1,1,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Hosseini, Seyed Hossein",,,
PHYS,2126,107,4,6,1,,,,,1,1,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Hosseini, Seyed Hossein",,,
PHYS,2126,108,15,11,2,,,1,,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Kapte, Isha Sunil",,,
PHYS,2126,109,1,12,2,,1,1,,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Bravo, Rainier Carlos B",,,
PHYS,2126,110,2,19,6,,,1,,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Hazboun, Chase J",,,
PHYS,2126,111,5,13,2,1,,,,,,1,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J",,,,
PHYS,2126,112,16,10,,1,,,,1,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Seifi, Melodee O","Sawant, Niraj",,
PHYS,2126,113,2,12,10,1,1,1,,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Seifi, Melodee O","Schussler, Joshua A",,
PHYS,2126,114,8,10,6,2,,1,1,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Obenza, Alexander M",,,
PHYS,2126,115,7,14,4,2,,,1,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Patel, Mahammed Suleman",,,
PHYS,2126,116,26,3,,,,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Pineda, Crosby",,,
PHYS,2126,117,8,10,2,1,1,,1,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Shrestha, Samyak",,,
PHYS,2126,118,5,17,3,1,1,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Rahman, Md. Musfiqur",,,
PHYS,2126,119,22,6,,2,,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Kapte, Isha Sunil",,,
PHYS,2126,120,22,7,1,,,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Desai, Amogh N",,,
PHYS,2126,121,14,11,1,1,,1,1,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Pineda, Crosby",,,
PHYS,2126,122,5,10,,,,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Daneshnazar, Milad",,,
PHYS,2126,123,4,21,3,1,,,1,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Daneshnazar, Milad",,,
PHYS,2126,124,8,19,1,,1,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Yadav, Priti",,,
PHYS,2126,125,10,15,3,1,,,,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Rahman, Md. Musfiqur",,,
PHYS,2126,602,5,3,5,1,,,,,,,,,1,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Obenza, Alexander M",,,
PHYS,2126,603,6,10,6,2,1,1,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Patel, Mahammed Suleman",,,
PHYS,2126,604,16,11,3,,,,,,,,,,,,,,,"Saleh, Lamya","Mac Alevey, Paul J","Kamble, Nisha Vinay",,,
PHYS,2303,001,4,4,1,2,3,2,,1,1,,,,2,,,,2,"Khan, Amena L","Schussler, Joshua A",,,,
PHYS,2325,001,53,32,28,16,29,14,14,12,6,2,10,1,13,,1,,9,"Ishak-Boushaki, Mustapha","Sooriyaarachchi, Vinu K","Bera, Avijit",,,
PHYS,2325,002,51,25,16,20,26,19,10,5,4,4,4,,8,,,,8,"Lv, Bing","Zhai, Zixin",,,,
PHYS,2325,003,9,2,8,17,20,12,10,20,4,1,3,9,9,,,,10,"Goeckner, Matthew J","Medina Varela, Leonel",,,,
PHYS,2326,001,55,14,20,21,17,22,10,12,14,3,2,4,4,,,,,"Saleh, Lamya","Lochridge, Matthew D","Sooriyaarachchi, Vinu K",,,
PHYS,2326,002,,31,,,34,,,45,,,5,,15,,4,,5,"Glosser, Robert","Modumudi, Sai Madhav",,,,
PHYS,2326,003,9,41,20,16,27,14,19,15,9,10,1,1,5,,,,9,"Gartstein, Yuri","Bera, Avijit","Allen, Cody R",,,
PHYS,2326,004,13,78,28,32,39,25,2,7,9,,2,,1,,,,3,"Lumata, Lloyd L",,,,,
PHYS,3330,001,4,6,5,2,,1,2,,,,1,,2,,,,1,"King, Lindsay J","Gogoi, Antareep",,,,
PHYS,3380,001,1,4,4,2,5,3,3,2,3,,1,,2,,,,2,"Anderson, Phillip C","Romero, Angel E",,,,
PHYS,3411,001,3,1,1,,1,,2,1,,5,,,1,,,,3,"Mac Alevey, Paul J","Xie, Yunan",,,,
PHYS,3416,001,4,3,1,1,2,,4,9,,,7,,3,,2,,2,"Malko, Anton","Palos, Rylee K",,,,
PHYS,4301,001,2,9,9,4,2,4,1,,1,,1,,3,,,,1,"Gartstein, Yuri","Aker, Adam",,,,
PHYS,4340,001,2,3,2,3,2,,1,,,,,,1,,,,,"Zhang, Chuanwei","Zhao, Kehui",,,,
PHYS,4352,001,4,6,1,1,,1,2,,,,,,,,,,1,"Shi, Xiaoyan","Schussler, Joshua A","Seifi, Melodee O",,,
PHYS,4373,101,5,5,,,,,,,,,,,,,,,,"Slinker, Jason D",,,,,
PHYS,5301,001,,7,1,3,2,,2,,,,,,,,,,,"Mac Alevey, Paul J","Xie, Yunan",,,,
PHYS,5311,001,,3,4,2,6,,,1,,,,,,,,,1,"Kesden, Michael H","Lochridge, Matthew D",,,,
PHYS,5315,001,,11,,,,,,,,,,,,,,,,"Lary, David J",,,,,
PHYS,5322,001,,6,,,6,,,,,,,,,,,,,"Zhang, Xiaojia","Zhao, Kehui",,,,
PHYS,6300,001,,3,2,3,2,,,,,,,,,,,,,"Akbar, Mohammad M","Modumudi, Sai Madhav",,,,
PPOL,4314,001,1,4,2,,1,1,,,,,,,,,,,1,"Boots, Denise P","Si, Wen",,,,
PPPE,6301,001,,5,4,,,,,,,,,,,,,,1,"Pinson, Lauren","Pillai, Maitreyi M",,,,
PPPE,6303,501,,7,3,4,2,3,,,,,,,,,,,,"Zhang, Pengfei","Khan, Humza",,,,
PPPE,6310,501,,7,5,4,3,3,,,,,,,1,,,,,"Fass, Simon M",,,,,
PPPE,6329,001,,17,1,,,,,,,,,,,,,,,"Hanson-Defusco, Jessica E",,,,,
PSCI,3301,HN1,4,13,3,2,,,,,,,,,,,1,,1,"Dow, Douglas C",,,,,
PSCI,3303,0W1,1,15,9,10,17,5,1,5,,1,2,1,2,,,,3,"Gray, Thomas R","Elmore, Naela",,,,
PSCI,3310,001,,10,6,5,1,,,1,,,,,,,,,,"Sharma, Namrta",,,,,
PSCI,3325,001,,9,4,7,11,5,4,10,2,,2,,,,,,1,"Lowry, Robert C","Hahm, Kristine J",,,,
PSCI,3351,001,1,7,2,2,6,2,3,2,2,,,,,,,,,"Cheruvu, Sivaram","Noe, Ricardo",,,,
PSCI,4301,001,3,1,5,4,2,4,1,4,3,,1,,1,,,,,"Miller, Banks P","Minoura, Haruna",,,,
PSCI,4306,001,,1,,5,10,8,3,,1,,1,1,,,,,,"Stewart, Marianne C","Eaton, John M",,,,
PSCI,4309,001,8,18,5,5,8,5,2,3,,,,,,,,,1,"Cheruvu, Sivaram","Noe, Ricardo",,,,
PSCI,4320,001,8,26,6,4,2,1,2,1,,1,1,,3,,,,,"Santoro, Lauren A","Chang, Gary","Cincotta, Mamie G",,,
PSCI,4321,001,25,18,9,1,8,3,2,1,1,,,,,,,,,"Montgomery, Joshua P","Hollis, Camron",,,,
PSCI,4323,HN1,3,14,2,,,,,,,,,,,,,,,"Roetzel Ossenfort, Natalie J",,,,,
PSCI,4329,001,1,11,14,3,16,9,3,12,1,1,,1,1,,,,1,"Peinhardt, Clint W","Peressotti, Giuseppe",,,,
PSCI,4334,001,,11,12,6,5,6,,2,,,,,,,,,1,"Pinckney, Jonathan","Subramanian, Venkatesh",,,,
PSCI,4357,001,20,17,18,4,7,7,,1,,,,,1,,,,1,"Cordell, Rebecca","Shin, Hanna",,,,
PSCI,4359,001,9,17,14,5,6,3,2,,2,,1,,2,,,,2,"Edgerton, Jared","Heintze, Dagmar","Akinboyo, Samuel I",,,
PSCI,4370,HN1,20,24,3,1,,,,,,,,,,,,,,"Chin, Michelle L","Guillory, Emmanual","Amaya, John","Piazza, John","LaMura, Sandra",
PSCI,4372,HN1,,48,,,,,,,,,,,,,,,,"Daly, John A","Chin, Michelle L",,,,
PSCI,4373,HN1,,47,,,1,,,,,,,,,,,,,"Mbyirukira, Shema N","Chin, Michelle L","Reinemeyer, Anneliese","Nugent, Mary","Conrado, Aaron",
PSCI,4396,002,1,1,2,2,3,1,1,,,,,,1,,,,1,"Fass, Simon M",,,,,
PSCI,6302,501,,10,7,5,,,1,,,,,,,,,,,"Sobolev, Anton","Thakar, Rahul A","Medhi, Kashmiri","Shi, Min",,
PSCI,6302,502,,7,6,2,1,,,,,,,,,,,,,"Sobolev, Anton","Medhi, Kashmiri","Thakar, Rahul A","Shi, Min",,
PSCI,6303,501,,8,9,6,8,3,,,,,,,,,,,,"Zhang, Pengfei","Khan, Humza",,,,
PSCI,6315,501,,16,17,1,1,2,,,,,,,,,,,,"Howe, Nathaniel M",,,,,
PSCI,6316,001,,7,3,1,,,,,,,,,,,,,,"Peinhardt, Clint W",,,,,
PSCI,6319,001,,13,5,1,,,,,,,,,,,,,,"Pinson, Lauren",,,,,
PSCI,6350,001,,3,1,2,4,,,,,,,,,,,,1,"Brandt, Patrick T",,,,,
PSCI,4V66,501,19,3,,,,,,,,,,,,,,,,"Seagroves, Tony A",,,,,
PSCI,4V67,HN1,16,,,,,,,,,,,,,,,,,"Joiner, Joanne",,,,,
PSCI,4V76,HN1,20,25,2,,1,,,,,,,,,,,,,"Chin, Michelle L","Nugent, Mary","Ramanathan, Subhasri",,,
PSY,2301,001,,58,30,13,5,9,3,2,1,1,4,1,2,,,,1,"Brody, Salena M","Wilder, Siri",,,,
PSY,2301,002,14,35,20,17,12,6,9,6,5,,1,,5,,,,,"Ybarra, Regina K","Lilly, Lauren H",,,,
PSY,2301,0W1,,95,38,7,16,6,2,5,1,1,2,,5,,,,2,"Brody, Salena M","Li, Yue",,,,
PSY,2301,0W2,10,50,36,36,27,13,4,10,1,,1,3,3,,,,2,"Sasson, Noah J","Berretta, Sarah A",,,,
PSY,2301,HN1,5,13,5,1,,,,,,,,,,,,,1,"Devdas, Neetha R",,,,,
PSY,2301,HN2,8,11,2,2,1,,,,,,,,,,,,,"Devdas, Neetha R",,,,,
PSY,2314,001,8,28,13,10,14,12,5,1,3,,4,1,6,,,,1,"Atchison, Kristin J","Padilla Cardoso, Mayra A",,,,
PSY,2314,002,2,10,6,8,7,8,12,10,5,3,3,,5,,,,1,"Drew, Linda M","Koch, Mia N",,,,
PSY,2317,001,7,4,2,2,4,2,,1,2,,2,1,2,,,,1,"Atchison, Kristin J","Sherard, Glenn H","Skolasinska, Paulina A",,,
PSY,2317,002,6,10,5,2,4,5,2,1,3,1,4,1,2,,,,1,"Atchison, Kristin J","Skolasinska, Paulina A","Sherard, Glenn H",,,
PSY,2317,0W1,,44,8,4,7,3,1,2,,,,,,,,,,"Fearon, Danielle","Ma, Jessica",,,,
PSY,2364,001,1,8,6,13,9,7,12,5,1,4,1,,6,,,,6,"Assmann, Peter F","Telidevara, Amrita Kaushik",,,,
PSY,3100,001,9,2,,1,,,,,,,,,,,,,,"Pouchie, Candida",,,,,
PSY,3310,001,73,51,23,20,16,15,11,10,3,4,2,,4,,,,3,"Stankovic-Ramirez, Zlata","Heinrich, Melissa D",,,,
PSY,3310,501,2,32,9,17,18,6,8,4,3,1,2,1,3,,,,,"Bonner, Deborah","Delfosse, Camille M",,,,
PSY,3331,0H1,,26,11,6,20,13,6,15,9,4,5,2,10,,,,2,"Huxtable-Jester, Karen J","Hsieh, Uan-Luen",,,,
PSY,3331,0W1,15,58,29,10,8,1,3,2,2,,,,1,,,,,"Shirvani, Forouz","Han, Eun Jin",,,,
PSY,3332,001,1,23,10,8,11,2,3,2,1,,,,1,,1,,,"Holub, Shayla C","Hafiz, Mariam",,,,
PSY,3333,001,4,19,7,7,13,7,3,3,1,4,3,1,9,,,,2,"Ybarra, Regina K",,,,,
PSY,3336,001,2,1,6,4,5,1,2,1,,1,1,,3,,,,,"Atchison, Kristin J",,,,,
PSY,3338,001,,15,17,11,3,4,2,2,,,,,,,,,2,"Tang, Alva","Redig, Samantha L",,,,
PSY,3339,0H1,,11,7,4,11,9,3,8,4,,5,4,4,,,,1,"Huxtable-Jester, Karen J","Hsieh, Uan-Luen",,,,
PSY,3342,0W1,,61,,,3,,,1,,,,,,,,,,"Bonner, Deborah","Sierra, Francisco J",,,,
PSY,3360,501,20,21,,6,53,4,8,13,,,,,2,,,,1,"Dowling, Walter J","Holmes, Melanie C",,,,
PSY,3361,001,35,33,4,9,14,1,2,10,1,,2,,,,,,1,"Roark, Dana A","Cortez, Jared I",,,,
PSY,3361,0W1,6,10,16,9,6,7,3,,3,1,,3,7,,,,1,"Seaman, Kendra L","Brown, Tracy",,,,
PSY,3362,001,,8,1,,16,,1,6,,,2,,1,,,,,"Mills, Candice M","Monroe, Anthony J",,,,
PSY,3392,0W1,59,21,3,5,3,1,1,1,,,1,,,,,,,"Grant, Meridith G","Eisenberg, LuLu A",,,,
PSY,3392,0W2,46,28,14,5,2,,,,,1,,,,,,,,"Grant, Meridith G","Eisenberg, LuLu A",,,,
PSY,3392,0W3,12,6,4,4,4,3,1,4,2,1,2,3,5,,,,,"Poucher, Jesse W","Williams, Denise D",,,,
PSY,3393,001,3,2,2,1,3,2,1,3,,,,,,,,,,"Lockhart, Jessica M","Sanchez, Patricia Monique",,,,
PSY,3393,002,,9,,,4,,,3,,,,,1,,,,1,"Dowling, Walter J","Leung, Carole",,,,
PSY,3393,003,3,5,,1,4,2,,,1,,,1,2,,,,,"Lockhart, Jessica M","Pezanko, Luke",,,,
PSY,3393,004,2,3,9,1,,2,,1,,,,,,,,,,"Natu, Vaidehi S","Liu, Yilin",,,,
PSY,3393,005,,7,5,3,3,,,,,,,,,,,,,"Fearon, Danielle","Wang, Bangjie",,,,
PSY,3393,006,5,5,4,1,,2,,1,,,,,,,,,,"Shirvani, Forouz","Nguyen, Linh Thi D",,,,
PSY,3393,501,,13,,2,,1,,1,,,,,1,,,,,"Tillman, Gail D","Garza, Christopher R",,,,
PSY,4320,001,4,7,1,5,,1,2,,,,,,,,,,,"Krawczyk, Daniel C",,,,,
PSY,4323,001,2,2,3,7,10,6,2,2,1,1,1,,2,,,,2,"Reid, Jon K",,,,,
PSY,4324,001,4,10,1,1,3,2,4,,1,,,1,1,,,,,"Brody, Salena M",,,,,
PSY,4326,001,3,3,1,2,3,2,,,1,,,,1,,,,,"Kent, Jerillyn",,,,,
PSY,4331,501,9,9,9,9,17,11,7,5,5,2,1,2,3,,,,1,"Poucher, Jesse W",,,,,
PSY,4343,001,5,21,16,16,16,9,2,1,,1,1,,4,,,,,"Ybarra, Regina K","Gu, Pan",,,,
PSY,4343,0W1,69,54,9,6,3,2,2,,,1,,,1,,,,,"Ybarra, Regina K","Carrico, Sara M",,,,
PSY,4343,0W2,,9,12,23,28,19,18,9,9,5,3,4,7,,,,,"Pinkham, Amy E","Kulkarni, Maitreyee",,,,
PSY,4346,0W1,92,23,11,8,2,2,2,1,,1,,,6,,1,,,"Boynton, Catherine",,,,,
PSY,4347,001,2,10,7,7,10,8,9,3,2,1,1,,1,,,,,"Nelson Taylor, Jackie A","Gholap, Neha P",,,,
PSY,4352,001,2,8,2,1,1,1,,,,,,,,,,,,"Drew, Linda M",,,,,
PSY,4359,501,11,10,,,13,,,3,,,,,,,,,3,"Rypma, Bart P","Batchalli Maruthy, Gayathri",,,,
PSY,4365,501,10,4,2,7,4,1,,2,,,,,1,,,,,"Raman, Rachna",,,,,
PSY,4386,001,8,3,4,5,4,,,,2,,,,1,,,,2,"Basak, Chandramallika",,,,,
PSY,4394,001,,,,,,,,,,,,,,23,,,,"Choate, Michael J",,,,,
PSY,4395,001,,,,,,,,,,,,,,30,,,1,"Choate, Michael J",,,,,
PSY,4V90,001,4,6,1,2,1,,,,,,1,,1,,,,,"Skinner, Margaret",,,,,
PSY,4V90,002,4,4,5,1,,1,1,1,,,,,,,,,,"Skinner, Margaret",,,,,
PSYC,6312,001,,9,2,,,,,,,,,,,,,,,"Fearon, Danielle","Behboudi, Mohammad Hossein",,,,
PSYC,6350,001,,12,,,1,,,,,,,,,,,,,"Owen, Margaret T",,,,,
REAL,3305,001,1,3,,,1,1,1,3,,1,,,1,,,,1,"Guttery, Randall",,,,,
REAL,3305,002,,3,,,4,,,3,,,,,1,,,,1,"Lowrance, Daniel S",,,,,
REAL,3305,003,,1,,1,,1,2,,5,2,,1,1,,,,,"Guttery, Randall",,,,,
REAL,4328,501,,7,,,4,,,,,,1,,1,,,,,"Lynch, Julie","Asmani, Divyesh S",,,,
REAL,6321,5H2,,4,4,,1,,,1,,,,,,,,,1,"Lynch, Julie","Asmani, Divyesh S",,,,
REAL,6322,0W1,,7,1,1,3,,,1,,,,,,,,,,"DeCourcy, George A",,,,,
RELS,3351,001,8,13,,5,1,,,,,,,,1,,,,,"Anjum, Zafar",,,,,
RHET,1302,001,,7,2,2,3,1,1,,,,1,,1,,,,,"Cates, Rosemond T",,,,,
RHET,1302,002,,3,3,1,1,5,,3,,,1,1,1,,,,,"Bhatt, Jenny",,,,,
RHET,1302,003,,8,2,1,2,,,,,,,,1,,,,1,"Aday, Isaac J",,,,,
RHET,1302,004,,6,2,,1,1,2,,,,,,1,,1,,,"Cates, Rosemond T",,,,,
RHET,1302,005,1,6,6,1,2,,,2,,,,,1,,,,,"Fiorini, Thomas J",,,,,
RHET,1302,006,,4,1,5,2,,,2,1,,,,,,,,1,"Aday, Isaac J",,,,,
RHET,1302,007,1,7,2,1,3,,1,,,,,,1,,,,2,"Anwesha, Swati",,,,,
RHET,1302,008,5,5,,,1,,1,1,2,,,,2,,,,1,"Hwang, Kyeongmin",,,,,
RHET,1302,009,5,6,5,1,,,,,1,,,,,,,,,"Morgan, George D",,,,,
RHET,1302,010,5,2,3,1,1,2,,,1,,1,,2,,,,,"Anwesha, Swati",,,,,
RHET,1302,011,,7,5,1,3,3,,,,,,,,,,,,"Drott, Caitlin",,,,,
RHET,1302,012,1,12,3,2,1,,,,,,,,,,,,,"Morgan, George D",,,,,
RHET,1302,013,7,4,3,1,1,1,1,,,,,1,,,,,,"Ham, Jeeah",,,,,
RHET,1302,014,5,6,,1,1,,,2,,,,,,,,,,"Heidari, Marjan",,,,,
RHET,1302,015,,6,3,3,1,,,,2,,,1,1,,,,,"Nusrat, Masrufa A",,,,,
RHET,1302,016,6,6,2,,,,,1,1,,,,,,,,,"Ham, Jeeah",,,,,
RHET,1302,017,2,8,2,2,1,,,,,,,,2,,,,,"Heidari, Marjan",,,,,
RHET,1302,018,,4,10,2,1,,,,,,,,,,,,,"Nusrat, Masrufa A",,,,,
RHET,1302,019,5,5,4,,1,,,2,,,,1,,,1,,,"Cakerice, John H",,,,,
RHET,1302,020,,6,2,1,3,1,,,2,,,1,2,,,,,"Ahmad, Muhammad",,,,,
RHET,1302,021,,2,4,1,1,1,6,,,,,2,1,,,,,"Aljararwa, Rasha",,,,,
RHET,1302,022,4,5,4,3,,1,1,,,,1,,,,,,,"Cantrell-Sutor, Jennifer D",,,,,
RHET,1302,023,,7,,3,1,,,2,1,,1,,3,,,,,"Siddiqui, Rifat R",,,,,
RHET,1302,024,,4,2,2,3,1,1,,1,,,1,2,,,,,"Aljararwa, Rasha",,,,,
RHET,1302,025,,3,6,,2,6,,,1,,,,,,,,1,"Cox, Gavin L",,,,,
RHET,1302,026,4,3,6,3,,,,,,,,,2,,,,1,"Cantrell-Sutor, Jennifer D",,,,,
RHET,1302,027,,7,4,1,1,,,1,,1,,,2,,,,1,"Siddiqui, Rifat R",,,,,
RHET,1302,028,7,4,3,4,1,,,,,,,,,,,,,"Hasan, Syeda Nadia",,,,,
RHET,1302,029,10,3,,,,,2,,,,,,1,,1,,2,"Minzer, Karen",,,,,
RHET,1302,030,,4,3,1,5,2,,2,,,,,1,,,,,"Brandow, Carmon",,,,,
RHET,1302,031,,4,4,1,2,3,2,,,,1,,2,,,,,"Brandow, Carmon",,,,,
RHET,1302,032,9,2,1,1,,2,,,,,,,1,,1,,1,"Minzer, Karen",,,,,
RHET,1302,033,12,3,1,,,,,1,,,,1,1,,,,,"Griffin, Janna L",,,,,
RHET,1302,034,4,5,1,2,,1,1,,1,,,1,1,,,,1,"Suller, Cristian Carlo L",,,,,
RHET,1302,035,,5,3,4,,1,1,1,,1,1,,,,2,,,"Alsuhayyan, Ahmed",,,,,
RHET,1302,036,,4,3,4,3,4,,,,,,,1,,,,,"Priyadarshi, Abhipriya K",,,,,
RHET,1302,037,,6,5,2,,,1,,,,,,1,,,,2,"Shabir, Junaid S",,,,,
RHET,1302,038,2,4,3,1,2,2,,,,,,,2,,,,,"Feiz, Manzar",,,,,
RHET,1302,039,2,2,5,2,2,3,1,,1,,,,,,,,,"Feiz, Manzar",,,,,
RHET,1302,040,,,6,3,2,,,1,,,,,1,,,,,"Shabir, Junaid S",,,,,
RHET,1302,041,,4,6,1,2,1,,,1,,,2,,,,,,"Ahmad, Muhammad",,,,,
RHET,1302,042,6,1,4,2,,,3,,,,,,1,,,,,"Arrabai, Mustafa M",,,,,
RHET,1302,043,5,4,3,1,1,,,,1,,,,2,,,,2,"Cakerice, John H",,,,,
RHET,1302,044,1,7,2,4,,1,,,1,,,,,,,,2,"Alsuhayyan, Ahmed",,,,,
RHET,1302,045,6,5,1,2,,,,,1,,,,2,,,,,"Griffin, Janna L",,,,,
RHET,1302,046,11,2,1,1,1,1,,,1,,1,,,,,,,"Suller, Cristian Carlo L",,,,,
RHET,1302,047,8,2,,3,1,,1,,,,,,1,,,,,"Hasan, Syeda Nadia",,,,,
RHET,1302,501,8,2,,1,1,,,,2,,,,1,,,,1,"Arrabai, Mustafa M",,,,,
RHET,1302,502,,4,6,3,4,,,,,,,,1,,,,,"Sidders, Tiffany",,,,,
RHET,1302,0H1,,12,2,2,,,,,,,,,2,,,,,"Johnson, Kevin W",,,,,
RHET,1302,0H2,,2,2,2,2,5,,,,2,,2,1,,,,1,"Gray, Janelle N",,,,,
RHET,1302,0H3,,8,4,1,,,,,,,3,,,,2,,,"Johnson, Kevin W",,,,,
RHET,1302,0H4,1,2,4,6,1,1,,1,,,,,,,,,2,"Gray, Janelle N",,,,,
RHET,1302,0H5,,2,7,5,1,1,,1,,,,,1,,,,1,"Mathur, Shivika",,,,,
RHET,1302,0H6,,5,2,3,3,2,,1,1,,,,2,,,,,"Cranfill, Jennifer E",,,,,
RHET,1302,0H7,,2,5,2,4,1,1,,,1,,,,,,,2,"Mathur, Shivika",,,,,
RHET,1302,0H8,2,1,3,2,3,2,1,,1,,,,1,,,,,"Cranfill, Jennifer E",,,,,
RHET,1302,0H9,,2,4,2,2,2,2,,1,,1,,1,,,,,"Cox, Gavin L",,,,,
RHET,1302,HN1,12,8,2,1,,,,,,,,,,,,,,"Montgomery, Christina F",,,,,
RHET,2302,0H1,4,9,2,1,1,1,,1,2,,,,2,,,,1,"Montgomery, Christina F",,,,,
RHET,2302,0H2,3,6,2,,2,,,,,,,,2,,,,1,"Montgomery, Christina F",,,,,
RHET,2302,0H3,1,4,1,4,,,,1,,1,,,2,,,,,"Riley, Kristin N",,,,,
